CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,Calidad
-2.248707647662183,-0.4168347770060512,-0.9868371863582908,-0.0012033794186421,-0.7804345770634448,0.2860570494041917,0.1314491435224732,0.1193372543962082,-0.6146455771978874,Buenos
-1.0868865233527074,-0.3085694951060053,-1.5181502079043547,0.0033149045443243,-0.2267266290334223,-0.5126338830769092,0.2496100539575291,0.4389885125571457,-0.3989988337136711,Buenos
1.1745656164945653,1.1427982171557776,2.39431312250281,0.1454031175513052,-1.2905136698940018,-0.4182546880469702,0.0900030086561797,-0.7947078098129701,0.2314273173387438,Buenos
-0.7224383082083916,0.504671914070139,-1.7470834770489096,-0.6399522625048306,0.8991309498998805,-0.4784133527419147,1.213327239991016,0.6346945180647142,0.1157967025129615,Malos
0.4340597392072064,-0.5495251925698869,-0.1118084194899567,0.115041887897976,-0.6364970713084768,-0.7116619853975734,0.3503274195843092,0.7810807962100473,-0.1716172533701932,Buenos
-2.986673706283745,0.3196738517227742,-2.429831295808345,1.9642295531584173,0.7948989743987062,1.6951078294619002,0.1414773333518349,-0.9567565022746456,0.4181565236750867,Malos
0.350880975258121,0.7156797358082654,-1.06000428097477,-0.5351655741608257,-0.3913678725801111,0.1845053653003501,0.38869484498412,-0.1326088659233185,-0.0931795249330267,Malos
-4.278923878473545,-1.274774628313539,1.8726971538820627,-0.1389250422386307,1.2870826658896883,-0.5912493569347425,0.029621407709124,-1.5385006048005785,1.6142603815841106,Malos
-0.6975137387307148,-0.0408196201760329,-0.8258825953062225,0.287376205014129,-0.3763097338577064,-0.6575824757897846,0.4214097238711085,0.1011536222789816,0.0002926145430471,Buenos
-0.1463224548196917,0.4180857382398329,-1.5473468719715997,-0.192319936069251,-0.4687065582830709,-0.0123147987255168,0.1432236805975646,-0.1526825721246629,0.3196207133926474,Malos
