CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,Calidad
-0.7224383082083916,0.504671914070139,-1.7470834770489096,-0.6399522625048306,0.8991309498998805,-0.4784133527419147,1.213327239991016,0.6346945180647142,0.1157967025129615,Clase 1
-2.986673706283745,0.3196738517227742,-2.429831295808345,1.9642295531584173,0.7948989743987062,1.6951078294619002,0.1414773333518349,-0.9567565022746456,0.4181565236750867,Clase 1
0.350880975258121,0.7156797358082654,-1.06000428097477,-0.5351655741608257,-0.3913678725801111,0.1845053653003501,0.38869484498412,-0.1326088659233185,-0.0931795249330267,Clase 1
-4.278923878473545,-1.274774628313539,1.8726971538820627,-0.1389250422386307,1.2870826658896883,-0.5912493569347425,0.029621407709124,-1.5385006048005785,1.6142603815841106,Clase 1
-0.1463224548196917,0.4180857382398329,-1.5473468719715997,-0.192319936069251,-0.4687065582830709,-0.0123147987255168,0.1432236805975646,-0.1526825721246629,0.3196207133926474,Clase 1
0.8951946477362815,2.211040436330272,0.8165550258804609,1.7357793710950735,-1.1415090017801075,-0.6729378165838913,-1.7569372540220718,1.5400487795992308,0.6230108707933979,Clase 1
-4.636036391631371,2.3603647665610743,0.5584771077058629,-0.0221915540017355,-0.3253941958652335,0.2200246537495523,-1.2422434687590924,-1.4522384125747851,-0.008437872079108,Clase 1
-0.1120543149147448,-0.2955952783186801,-1.0919844738455249,1.967447542883241,-0.2504186187027944,-0.8613929491654645,-1.3626517879573097,2.193082602495283,-0.2794205567476969,Clase 1
-1.5758280610952808,0.4505359305979982,-1.0092168950051246,-0.0394373576625866,-1.106962164259019,-0.2911051715754593,0.6954057585652528,0.2824989735022993,-0.3840968636439021,Clase 1
-1.7374823767807364,-0.1111048374586061,-3.212804191286032,-0.7789025298080863,-0.3189123666667185,0.3803481289784762,-0.0289769776668962,-0.0609879851122428,-0.0831821935390984,Clase 1
-3.217163611836816,-0.0440872326063458,-1.3808147141015708,-0.3835564675976339,0.8148798420174677,1.4643552657397798,-1.2710021941066072,-0.699710883091897,0.2968739870443189,Clase 1
0.0785070729149949,0.2106154161687474,-0.442613703069037,-0.1896831953944448,-0.2843545665803257,0.3590072038037558,-0.2246350133850862,-0.6074280618600782,0.410279746741404,Clase 1
-1.86166303436011,1.2600566509741224,-1.6459853737736956,0.6247498847145428,-0.1218801286515034,0.8162398885692079,-0.7620713247897556,0.4403314443063099,0.6967321238763454,Clase 1
-1.0019754373138112,2.331818426008467,-1.275450872872247,0.0939004153985776,1.3675703756921913,-1.2489274632468952,-1.3883378529159678,-0.9265566431196184,-0.3185206793513751,Clase 1
0.6747693401773143,-1.2618817279740158,1.975008502817275,-0.1698326438993938,1.4898611551387722,-0.3214430933407842,-0.4223380714448532,-0.1870836100597065,0.2100151861807656,Clase 4
2.018446985759985,-1.721230868333731,1.1805167644825465,-1.3719909431304438,2.7828840134745474,0.0910323207368732,0.0562602671277183,0.7670359827540207,-0.06678320519114,Clase 4
-3.6357401688024575,-0.4458648095074207,1.6001691146762558,0.9013662653895228,0.6539682117074439,0.9018236716233612,-2.0143688233322408,0.2415893823314846,1.479097686068075,Clase 4
2.8649430282816364,0.7985058412302418,-0.0929741801997652,-1.792493223267876,-0.3195797765952353,0.6401857227090475,0.0326657665966024,0.2830789647283839,-0.9246450232864376,Clase 1
4.411857544621929,-1.4448112356832048,-0.2970216396392856,-0.4862492378957676,-1.1668599917637044,0.2161445614932364,-0.3423951772511409,0.8227378046483683,0.1569427674995643,Clase 4
2.367055385715295,-1.6462128175883783,0.5330150406501143,-1.595421126489294,2.597364530439683,1.3324066030056934,-1.1032030238718538,-0.8301191850547346,0.3949053990572835,Clase 4
2.751515589164909,0.2160604455716521,-1.647549646244768,-1.142291504713029,-0.7241106174244183,-0.5569361921334073,-0.4026689288011703,-1.162167281773073,0.7431522015229419,Clase 1
1.9266536124691047,-2.1830171057239487,1.1891358509293175,0.2772126808055412,0.4910010665459264,-0.0442312495978187,-0.2190496084143345,0.6662635779703197,0.2409263425432167,Clase 4
1.945926563861276,-1.889252471358224,-0.0102481817613075,-0.8149172147831292,-0.1587330132311036,0.2653122431515754,0.104040440420371,0.06679336613626,0.0637282395048057,Clase 4
1.945926563861276,-1.889252471358224,-0.0102481817613075,-0.8149172147831292,-0.1587330132311036,0.2653122431515754,0.104040440420371,0.06679336613626,0.0637282395048057,Clase 4
2.6346799078795056,0.0925671673614008,-2.558874711902443,1.3580434381195516,-0.0754308418249627,0.3270570465117377,0.9398769866482396,-0.8606538911106463,-0.0270150864145642,Clase 1
1.4055815163629568,0.1747586167840628,-1.0648710989583663,-0.9155993782636564,-0.6130182014665932,-0.2840820309223338,-0.4126195272235333,-0.905030112740899,0.3553244698535859,Clase 1
0.4493563029757436,-0.8477820462473366,-1.444662503900233,-0.3484900265224588,0.0418940080408523,-0.1609398425503684,0.4188160207866368,-0.5406543189271991,-0.2897728601247168,Clase 1
-3.533417580745044,-1.8282777186098496,3.4245525475124,0.4524509151497289,1.1151187550621318,0.0546943286465555,-0.3264485906421919,-0.9163312161515932,0.5749405615954455,Clase 4
